"Column1","Column2","Correlation"
"Time.16.00.00","ConsecChangeEMA",-0.00532651506364346
"Time.19.00.00","RSI",0.00531690288335085
"Time.13.00.00","ConsecChangeRSI",0.00531490100547671
"Day.Tue","DailyChange100Period",-0.00531249167397618
"ClassChange200Period","ChangeFuture50",0.00530429044738412
"Time.01.00.00","ConsecChange25Period",0.00530371302738786
"ClassChange200Period","ConsecChange5Period",-0.00529373064637184
"Time.18.00.00","ClassChangeRSI",0.00528593035414815
"ClassChange1Period","DailyChange10Period",-0.00528226234018803
"Month.Oct","DailyClassChange100Period",-0.00527897709980607
"DailyClassChangeEMA","ChangeFuture25",-0.00527694448828697
"Time.17.00.00","ConsecChangeMACD",0.00526501797139645
"ChangeEMA","ConsecChangeMACD",0.00526487734168768
"Day.Sun","ClassChange100Period",0.00526396976783872
"ClassChange5Period","DailyChange50Period",0.00526136485859752
"Month.Sep","DailyChangeRSI",0.005256955511868
"Day.Tue","DailyConsecChange50Period",0.0052563096396625
"Month.Jan","Change200Period",0.00525388214737177
"Month.Mar","DailyClassChangeSlowRSI",0.00524523155763745
"DailyClassChange25Period","DailyConsecChangeRSI",-0.00524303689599037
"ClassChange1Period","ConsecChange100Period",-0.00524227926507592
"ClassChangeRSI","DailyClassChange5Period",-0.00523904990404844
"Time.14.00.00","ConsecChange50Period",-0.00523902149870992
"DailyConsecChange200Period","ChangeFuture50",-0.00523353042080998
"DailyChangeSlowRSI","ChangeFuture200",-0.00522503722459078
"Time.05.00.00","ConsecChangeRSI",-0.00522374408319592
"Time.21.00.00","MACD",0.00521742645651102
"Month.Jan","DailyClassChange100Period",0.00520972348749638
"Month.Jun","ConsecChangeEMA",0.00519950082525611
"ConsecChange200Period","ChangeFuture25",-0.00519169727340341
"ChangeEMA","ClassChangeMACD",-0.0051851337775588
"DailyClassChange50Period","ChangeFuture25",0.00518494937568903
"Time.02.00.00","Change10Period",-0.00517880776897073
"Month.Feb","ClassChange5Period",0.00517680123448372
"Time.02.00.00","ConsecChange50Period",0.00517265032976866
"Change5Period","DailyConsecChange1Period",0.00517225451767445
"ClassChangeSlowRSI","DailyConsecChangeSlowRSI",-0.00516740698367357
"Month.Oct","Change100Period",0.00516735622659326
"ConsecChange1Period","DailyConsecChangeEMA",0.00516556017100811
"Month.Dec","Change100Period",0.00516048027202487
"Month.Jan","Time.21.00.00",0.00515276100486517
"ConsecChange200Period","DailyChange10Period",-0.0051526534371078
"Time.03.00.00","ConsecChangeRSI",0.00515096634626389
"Change25Period","DailyConsecChange5Period",0.0051507824100554
"Time.14.00.00","ClassChangeRSI",-0.00514706829562783
"Day.Tue","ConsecChange25Period",-0.00514651834964752
"ChangeMACD","ClassChange5Period",0.0051398491486907
"Time.04.00.00","ClassChange1Period",0.00513958605006337
"ChangeSlowRSI","DailyConsecChangeMACD",-0.00513664400205016
"Month.Feb","DailyClassChangeMACD",-0.00513400929048657
"Time.09.00.00","Change5Period",0.00513034593313932
"Time.19.00.00","ClassChangeMACD",0.00511896284297109
"ChangeRSI","ClassChange200Period",-0.00511729717254639
"Month.Jun","Change5Period",0.00511334976181388
"Month.Jun","ChangeFuture5",0.00511119281873107
"ClassChangeEMA","DailyConsecChangeEMA",0.0051052812486887
"Time.01.00.00","Change10Period",-0.0051014106720686
"ConsecChangeSlowRSI","DailyConsecChange25Period",0.00509711401537061
"Month.Sep","Day.Sat",0.00509322434663773
"Time.10.00.00","ClassChangeSlowRSI",0.00509155914187431
"Day.Fri","ClassChangeSlowRSI",-0.00509021384641528
"ClassChangeSlowRSI","ConsecChange200Period",-0.0050877551548183
"DailyClassChange1Period","DailyConsecChangeMACD",0.00508365267887712
"Month.Nov","Day.Sun",-0.00508160656318069
"Time.03.00.00","ClassChange1Period",0.00507303653284907
"DailyClassChangeMACD","ChangeFuture1",-0.00507192593067884
"Change10Period","ConsecChange1Period",-0.00506722321733832
"Change10Period","ConsecChange5Period",-0.00506467185914516
"ChangeMACD","DailyConsecChangeSlowRSI",0.00506027275696397
"ConsecChange5Period","DailyChangeRSI",-0.00505996588617563
"Time.11.00.00","Change10Period",0.00505985924974084
"Month.Jan","ClassChange100Period",0.00505386525765061
"Time.17.00.00","ConsecChange10Period",0.00505154021084309
"DailyConsecChangeEMA","ChangeFuture25",-0.00505109876394272
"Time.18.00.00","ClassChange1Period",0.0050416006706655
"ClassChangeMACD","DailyClassChange100Period",0.00503765279427171
"Time.20.00.00","DailyClassChange200Period",0.00503713684156537
"Time.17.00.00","ClassChange5Period",-0.00503064319491386
"Time.04.00.00","MACD",-0.00502854166552424
"ConsecChange5Period","DailyChangeMACD",-0.00502802385017276
"DailyChange200Period","DailyClassChangeSlowRSI",-0.00502202846109867
"DailyChange200Period","ChangeFuture200",0.00501724239438772
"ConsecChangeRSI","DailyMACD",-0.00501693272963166
"Time.07.00.00","RSI",0.00500890333205462
"Month.Feb","DailyRSI",0.00500751519575715
"Month.Sep","DailyChange1Period",-0.0050055137835443
"Time.02.00.00","SlowRSI",-0.00500043667852879
"Time.03.00.00","ConsecChange50Period",0.00499094044789672
"Change25Period","DailyConsecChangeRSI",-0.00498276716098189
"Month.May","ClassChangeMACD",0.00497605977579951
"Day.Tue","ChangeFuture1",0.00496575329452753
"ConsecChange50Period","DailyChangeMACD",-0.00496540172025561
"Time.22.00.00","ChangeFuture10",0.00495404284447432
"Time.15.00.00","ClassChange5Period",-0.00495065376162529
"ClassChange5Period","DailyChange5Period",-0.00495042884722352
"ChangeMACD","ClassChange10Period",0.00494339084252715
"Month.Oct","Change10Period",0.00494210002943873
"Change5Period","DailyConsecChangeMACD",-0.00494171259924769
"Day.Mon","DailyClassChange200Period",-0.00493624852970243
"ConsecChangeRSI","DailyConsecChange25Period",-0.00493553606793284
"Time.13.00.00","ConsecChange25Period",-0.00493111042305827
"Time.04.00.00","ChangeFuture5",0.00493024010211229
"DailyChange1Period","DailyConsecChange50Period",0.00492773903533816
"ConsecChange10Period","DailyClassChange50Period",-0.00492582377046347
"Time.07.00.00","ConsecChangeEMA",-0.00492021534591913
"ClassChange200Period","DailyConsecChangeMACD",0.00491893198341131
"Day.Sun","DailyClassChange25Period",0.00490786414593458
"DailyChange10Period","DailyConsecChange25Period",-0.004902683198452
"Time.23.00.00","ConsecChangeMACD",-0.00489987712353468
"Day.Wed","DailyChange100Period",-0.00489438232034445
"ConsecChangeSlowRSI","DailyConsecChange1Period",-0.00489218719303608
"ChangeRSI","DailyConsecChangeSlowRSI",-0.00489030219614506
"ChangeSlowRSI","ChangeFuture5",-0.00488884607329965
"Day.Mon","DailyConsecChange100Period",0.0048875086940825
"DailyMACD","DailyConsecChangeSlowRSI",0.00488331029191613
"Month.Nov","Change1Period",-0.0048518949188292
"ConsecChange1Period","DailyChange1Period",0.00483289593830705
"Time.03.00.00","ConsecChangeEMA",-0.00482714967802167
"Month.Apr","ConsecChangeRSI",0.00482654152438045
"Time.07.00.00","ConsecChangeRSI",-0.00482647027820349
"Time.04.00.00","SlowRSI",-0.00482174009084702
"Month.Nov","ChangeFuture1",-0.0048196786083281
"Change100Period","ConsecChangeEMA",0.00481516309082508
"RSI","ConsecChange100Period",-0.00481321476399899
"Month.Apr","DailyChangeMACD",-0.00480271130800247
"ClassChangeMACD","DailyMACD",-0.00480248453095555
"Month.Dec","ChangeFuture10",0.0047987038269639
"Month.Dec","ClassChangeEMA",0.00479779578745365
"Day.Tue","DailyClassChange50Period",0.00479624653235078
"ChangeEMA","DailyConsecChange1Period",0.00479602953419089
"ChangeMACD","ChangeFuture10",0.00479378737509251
"Time.01.00.00","ChangeFuture10",0.00478419102728367
"ClassChange50Period","ConsecChange50Period",0.00477578397840261
"Month.Jun","ConsecChangeRSI",-0.00477019138634205
"ConsecChange5Period","DailyConsecChange100Period",0.00475700665265322
"Day.Thu","ChangeMACD",0.00475094839930534
"Day.Tue","ChangeRSI",0.0047495742328465
"Time.05.00.00","ClassChange1Period",0.00474244775250554
"Change1Period","DailyClassChangeRSI",-0.00474196067079902
"Time.22.00.00","DailyChangeRSI",-0.00474149361252785
"Time.10.00.00","ConsecChange25Period",0.004740578122437
"Time.11.00.00","ClassChange1Period",-0.00473200855776668
"Day.Wed","Time.21.00.00",-0.00472576403990388
"Day.Sun","DailyChangeRSI",-0.00471917167305946
"ClassChange5Period","DailyChangeSlowRSI",-0.00471562147140503
"DailyConsecChangeSlowRSI","ChangeFuture25",-0.00471482239663601
"Day.Sat","DailyClassChangeMACD",0.00471225939691067
"Day.Thu","DailyClassChange5Period",-0.00470862444490194
"ConsecChangeMACD","DailyChange25Period",0.00470711709931493
"Time.12.00.00","ConsecChange10Period",-0.00470647774636745
"Time.09.00.00","RSI",0.00469230767339468
"DailyClassChange10Period","ChangeFuture50",-0.00469160219654441
"ClassChange200Period","ChangeFuture100",0.00468968227505684
"Month.Oct","DailyChangeMACD",0.00468736747279763
"Month.Dec","ClassChange1Period",0.004686932079494
"Time.05.00.00","Change1Period",0.00467872200533748
"Day.Sun","Change1Period",-0.00466770259663463
"Time.19.00.00","DailyChange200Period",0.00466739805415273
"Day.Thu","ChangeFuture5",-0.00466704601421952
"Month.Oct","ChangeFuture10",0.00466687185689807
"Time.01.00.00","ChangeSlowRSI",-0.00466149626299739
"ConsecChangeMACD","DailyMACD",0.00465978961437941
"Time.05.00.00","ConsecChange1Period",-0.00465928437188268
"Day.Thu","Time.21.00.00",-0.0046588578261435
"ClassChange5Period","DailyClassChangeEMA",-0.00465482613071799
"ConsecChangeRSI","DailyChange5Period",-0.00465439073741436
"ChangeMACD","ClassChange50Period",-0.00464462349191308
"Month.Mar","ClassChange1Period",0.00464217830449343
"Change1Period","ConsecChange10Period",-0.00463950075209141
"Day.Tue","Time.21.00.00",-0.00463797803968191
"Time.19.00.00","DailyClassChange200Period",0.00463780527934432
"ClassChangeEMA","DailyConsecChangeMACD",0.00463729305192828
"Day.Thu","Change1Period",0.00462880451232195
"ClassChange10Period","ChangeFuture50",-0.00462858146056533
"Month.Jun","ConsecChange1Period",0.00462396768853068
"ClassChange25Period","DailyConsecChangeMACD",0.0046227197162807
"Day.Wed","DailyChange5Period",0.00462160352617502
"Day.Mon","Time.21.00.00",-0.00461883982643485
"Day.Fri","ConsecChangeRSI",-0.00461764959618449
"ConsecChangeSlowRSI","DailyClassChange10Period",0.00461648032069206
"Time.09.00.00","ChangeFuture10",0.00461631501093507
"ClassChangeRSI","ConsecChange100Period",-0.00461480673402548
"Day.Sat","DailyChange50Period",0.00461081881076097
"Time.19.00.00","ConsecChange50Period",-0.00461002392694354
"DailyConsecChange10Period","ChangeFuture5",-0.00460883928462863
"ClassChange10Period","DailyConsecChange100Period",0.00460523832589388
"Time.22.00.00","ConsecChangeSlowRSI",0.00460437126457691
"ClassChange5Period","DailyChangeRSI",-0.00459870463237166
"DailyConsecChange5Period","DailyConsecChange25Period",-0.00459553627297282
"Time.02.00.00","MACD",-0.00458692898973823
"ChangeMACD","ChangeFuture25",0.00458287307992578
"Time.05.00.00","ClassChangeRSI",0.00458241440355778
"Time.02.00.00","ClassChangeSlowRSI",-0.00458228774368763
"Time.04.00.00","ChangeFuture1",0.00458221323788166
"Time.19.00.00","MACD",0.00457880320027471
"DailyChangeEMA","DailyClassChangeMACD",0.00457856804132462
"Change50Period","DailyConsecChange10Period",-0.00456315604969859
"Month.Feb","DailyChange50Period",-0.00456292647868395
"Change1Period","DailyClassChange1Period",-0.00456289248540998
"ConsecChangeSlowRSI","DailyClassChangeEMA",0.00456285569816828
"Month.Feb","Day.Fri",0.00455993600189686
"Month.Jul","ConsecChangeEMA",-0.00455878209322691
"Time.06.00.00","ConsecChange5Period",-0.00454706093296409
"Day.Mon","ClassChangeSlowRSI",0.00454352982342243
"ClassChangeRSI","ConsecChange50Period",-0.00454309955239296
"Time.01.00.00","ConsecChange50Period",0.00453926483169198
"Month.Dec","ClassChangeSlowRSI",0.00452961213886738
"Month.May","ClassChangeSlowRSI",-0.00452604843303561
"DailyClassChange25Period","ChangeFuture1",0.00451893964782357
"Change200Period","ConsecChangeRSI",-0.00451588956639171
"ClassChangeEMA","ConsecChangeMACD",-0.00451460666954517
"Time.20.00.00","ChangeFuture50",-0.00451443111523986
"DailySlowRSI","ChangeFuture10",0.00451119476929307
"ClassChange25Period","ConsecChange5Period",-0.00450666807591915
"Month.Sep","ClassChange1Period",-0.00450457585975528
"Change100Period","ChangeFuture1",-0.00449265819042921
"ChangeMACD","DailyClassChange200Period",-0.00449239276349545
"Time.20.00.00","ConsecChangeMACD",-0.00449156854301691
"Day.Wed","ConsecChangeRSI",0.00449145631864667
"Day.Tue","ConsecChange100Period",-0.00448728958144784
"DailyClassChangeEMA","ChangeFuture50",-0.00448508933186531
"ConsecChange50Period","DailyClassChange200Period",0.00448483927175403
"ConsecChange1Period","DailyChange50Period",-0.00448313122615218
"Time.05.00.00","ConsecChangeEMA",0.00447285315021873
"Day.Tue","Change1Period",0.00446631805971265
"Change1Period","DailyChangeEMA",-0.00446571642532945
"Time.19.00.00","ClassChange5Period",0.00446510221809149
"Month.Jan","Change1Period",-0.00446216063573956
"DailyChangeMACD","ChangeFuture1",0.00445970194414258
"Day.Fri","DailyClassChange100Period",0.00445793848484755
"ClassChangeEMA","ChangeFuture1",-0.00445572240278125
"Time.04.00.00","ConsecChange50Period",0.00445562088862062
"Day.Thu","ConsecChange50Period",0.00445418804883957
"Month.Jan","ChangeFuture1",-0.0044458475895226
"Time.19.00.00","DailyRSI",0.00443919282406569
"Change5Period","DailyConsecChange10Period",-0.00443914532661438
"ConsecChangeEMA","DailyChange1Period",0.00443845707923174
"ChangeSlowRSI","ChangeFuture50",-0.00443245656788349
"Month.Apr","ConsecChangeMACD",0.00443216552957892
"Month.Dec","ChangeEMA",0.00442944513633847
"ConsecChangeSlowRSI","ChangeFuture200",-0.00442653195932508
"Day.Sun","DailyConsecChange100Period",0.00442369608208537
"ConsecChangeRSI","ChangeFuture200",-0.00442251609638333
"Change200Period","ChangeMACD",0.00441978126764297
"Time.11.00.00","ConsecChangeSlowRSI",0.00440496392548084
"Change100Period","DailyConsecChange50Period",0.004404759965837
"Time.06.00.00","ConsecChange50Period",0.0043938672170043
"Month.Jun","ClassChangeSlowRSI",0.00438235700130463
"Time.12.00.00","ConsecChangeSlowRSI",-0.00437355693429708
"ChangeSlowRSI","DailyConsecChange100Period",-0.00436631496995687
"Time.19.00.00","DailySlowRSI",0.00436569331213832
"Change200Period","ChangeFuture200",-0.00436488492414355
"Time.12.00.00","ChangeEMA",0.00436121365055442
"ClassChange25Period","ChangeFuture100",-0.00434541096910834
"ClassChangeRSI","DailyConsecChange25Period",0.0043379245325923
"Time.05.00.00","ClassChange10Period",-0.00433355895802379
"Day.Sat","Change10Period",0.00433175964280963
"ClassChange10Period","DailyConsecChange5Period",0.00433175219222903
"Month.May","Day.Sun",0.00433062529191375
"Change100Period","ConsecChangeRSI",-0.00432935683056712
"ConsecChangeMACD","DailyChange1Period",0.00432898662984371
"ClassChangeSlowRSI","ConsecChangeRSI",0.0043131741695106
"Time.11.00.00","ConsecChange25Period",0.00431098369881511
"Day.Thu","DailyChange25Period",-0.00431069266051054
"Time.20.00.00","DailyClassChange100Period",0.00430408539250493
"DailyConsecChange200Period","ChangeFuture200",-0.00430366583168507
"Time.20.00.00","DailyChange200Period",0.00430333008989692
"ChangeMACD","DailyClassChange100Period",-0.00430009420961142
"Day.Wed","ClassChangeMACD",-0.00429845647886395
"Time.19.00.00","Change1Period",0.00429682387039065
"ClassChange25Period","ChangeFuture50",-0.00429437961429358
"Time.05.00.00","ChangeRSI",0.00429260497912765
"ConsecChangeSlowRSI","DailyClassChangeSlowRSI",-0.00429208343848586
"ClassChange1Period","DailyClassChange10Period",-0.00428179232403636
"Time.14.00.00","ConsecChange10Period",-0.00427971221506596
"DailyConsecChangeMACD","ChangeFuture5",-0.00427785143256187
"ClassChangeRSI","DailyClassChangeMACD",-0.0042769038118422
"Time.12.00.00","Change1Period",0.00427585979923606
"DailyConsecChange5Period","ChangeFuture25",-0.00426958315074444
"ClassChangeMACD","DailyClassChange200Period",-0.00426927674561739
"Month.Mar","ClassChangeRSI",0.00426750024780631
"Day.Fri","ChangeMACD",-0.00425970368087292
"Time.05.00.00","ConsecChange50Period",0.00425884732976556
"Change1Period","DailyClassChange25Period",0.00425427220761776
"Day.Sat","ChangeEMA",0.00425291387364268
"ClassChangeRSI","DailyChange50Period",0.00424148142337799
"DailyChange25Period","ChangeFuture50",-0.00423874799162149
"ClassChange1Period","DailyClassChangeMACD",-0.00423815753310919
"Month.Mar","DailyChangeSlowRSI",0.0042364215478301
"ClassChangeRSI","DailyClassChange25Period",0.00423593400046229
"Day.Wed","Change50Period",0.00423481734469533
"Day.Wed","DailyChange200Period",-0.00423465017229319
"Time.13.00.00","ClassChangeEMA",0.00422816397622228
"ClassChangeMACD","DailyChange10Period",-0.00422193622216582
"ChangeSlowRSI","ChangeFuture200",0.00422150734812021
"Month.Jul","DailyConsecChangeMACD",-0.00420995196327567
"ClassChange200Period","ConsecChangeEMA",-0.00420531164854765
"Day.Thu","DailyConsecChange100Period",-0.00420031836256385
"Day.Fri","Change50Period",-0.00419953651726246
"Time.22.00.00","Change50Period",-0.00419789273291826
"Day.Tue","SlowRSI",0.0041961926035583
"ClassChangeRSI","DailyClassChange100Period",0.0041888440027833
"Month.Sep","ChangeMACD",-0.0041875010356307
"Time.11.00.00","ChangeFuture1",0.00418728729709983
"DailyChangeSlowRSI","ChangeFuture25",0.00418382091447711
"ClassChangeMACD","DailyChangeEMA",-0.00418255245313048
"Change1Period","DailyChangeRSI",-0.00417658081278205
"Time.16.00.00","ChangeSlowRSI",-0.00417101196944714
"Day.Fri","DailyChange5Period",0.00416990648955107
"ChangeRSI","ConsecChange200Period",-0.00416856305673718
